"V1" "V2"
"17253" "HMDB0009806" "LMGP06010857"
"17255" "HMDB0009808" "LMGP06010008"
"17256" "HMDB0009809" "LMGP06010956"
"17257" "HMDB0009810" "LMGP06010283"
"17258" "HMDB0009811" "LMGP06010284"
"17259" "HMDB0009812" "LMGP06010934"
"17261" "HMDB0009814" "LMGP06010855"
"17262" "HMDB0009815" "LMGP06010010"
"17265" "HMDB0009818" "LMGP06010853"
"17268" "HMDB0009821" "LMGP06010012"
"17281" "HMDB0009834" "LMGP06010933"
"17282" "HMDB0009835" "LMGP06010851"
"17285" "HMDB0009838" "LMGP06010931"
"17286" "HMDB0009840" "LMGP06010850"
"17287" "HMDB0009841" "LMGP06010929"
"17289" "HMDB0009843" "LMGP06010303"
"17290" "HMDB0009844" "LMGP06010849"
"17292" "HMDB0009846" "LMGP06010847"
"17293" "HMDB0009847" "LMGP06010846"
"17295" "HMDB0009849" "LMGP06010318"
"17296" "HMDB0009850" "LMGP06010927"
"17297" "HMDB0009851" "LMGP06010324"
"17298" "HMDB0009852" "LMGP06010325"
"17299" "HMDB0009853" "LMGP06010326"
"17301" "HMDB0009855" "LMGP06010327"
"17302" "HMDB0009856" "LMGP06010332"
"17304" "HMDB0009858" "LMGP06010345"
"17306" "HMDB0009860" "LMGP06010346"
"17308" "HMDB0009862" "LMGP06010375"
"17310" "HMDB0009864" "LMGP06010843"
"17312" "HMDB0009866" "LMGP06010833"
"17313" "HMDB0009867" "LMGP06010922"
"17315" "HMDB0009869" "LMGP06010831"
"17317" "HMDB0009871" "LMGP06010508"
"17318" "HMDB0009872" "LMGP06010509"
"17319" "HMDB0009873" "LMGP06010518"
"17321" "HMDB0009875" "LMGP06010532"
"17322" "HMDB0009876" "LMGP06010537"
"17323" "HMDB0009877" "LMGP06010539"
"17324" "HMDB0009878" "LMGP06010547"
"17331" "HMDB0009886" "LMGP06010563"
"17332" "HMDB0009887" "LMGP06010568"
"17334" "HMDB0009889" "LMGP06010569"
"17335" "HMDB0009890" "LMGP06010570"
"17337" "HMDB0009892" "LMGP06010579"
"17338" "HMDB0009893" "LMGP06010828"
"17339" "HMDB0009894" "LMGP06010598"
"17341" "HMDB0009896" "LMGP06010599"
"17342" "HMDB0009897" "LMGP06010606"
"17343" "HMDB0009898" "LMGP06010607"
"17350" "HMDB0009906" "LMGP06010738"
"17355" "HMDB0009914" "LMGP06010762"
"17356" "HMDB0009915" "LMGP06010767"
"17362" "HMDB0009925" "LMGP07010001"
"17590" "HMDB0010163" "LMGP03010025"
"17591" "HMDB0010164" "LMGP03010962"
"17594" "HMDB0010167" "LMGP03010040"
"17598" "HMDB0010199" "LMFA03010036"
"17599" "HMDB0010200" "LMFA02000040"
"17600" "HMDB0010201" "LMFA02000046"
"17601" "HMDB0010202" "LMFA03070031"
"17602" "HMDB0010203" "LMFA02000029"
"17603" "HMDB0010204" "LMFA03060077"
"17604" "HMDB0010205" "LMFA03000003"
"17605" "HMDB0010206" "LMFA02000041"
"17607" "HMDB0010208" "LMFA02000047"
"17609" "HMDB0010210" "LMFA03060051"
"17610" "HMDB0010211" "LMFA03060078"
"17611" "HMDB0010212" "LMFA03000004"
"17612" "HMDB0010213" "LMFA04000032"
"17613" "HMDB0010214" "LMFA04000043"
"17614" "HMDB0010216" "LMFA03060010"
"17615" "HMDB0010217" "LMFA03060011"
"17617" "HMDB0010220" "LMFA02000039"
"17618" "HMDB0010221" "LMFA02000045"
"17619" "HMDB0010222" "LMFA03060058"
"17620" "HMDB0010223" "LMFA02000152"
"17709" "HMDB0010348" "LMST05010045"
"17710" "HMDB0010349" "LMST05010026"
"17721" "HMDB0010378" "LMFA01030381"
"17722" "HMDB0010379" "LMGP01050012"
"17723" "HMDB0010380" "LMGP01050014"
"17724" "HMDB0010381" "LMGP01050016"
"17725" "HMDB0010382" "LMGP01050018"
"17726" "HMDB0010383" "LMGP01050022"
"17727" "HMDB0010384" "LMGP01050026"
"17729" "HMDB0010386" "LMGP01050035"
"17730" "HMDB0010387" "LMGP01050128"
"17731" "HMDB0010388" "LMGP01050038"
"17732" "HMDB0010389" "LMGP01050129"
"17733" "HMDB0010390" "LMGP01050045"
"17734" "HMDB0010391" "LMGP01050131"
"17735" "HMDB0010392" "LMGP01050132"
"17737" "HMDB0010394" "LMGP01050133"
"17740" "HMDB0010397" "LMGP01050050"
"17741" "HMDB0010398" "LMGP01050053"
"17743" "HMDB0010400" "LMGP01050135"
"17744" "HMDB0010401" "LMGP01050124"
"17747" "HMDB0010404" "LMGP01050056"
"17748" "HMDB0010405" "LMGP01050057"
"17750" "HMDB0010407" "LMGP01070006"
"17751" "HMDB0010408" "LMGP01070012"
"17870" "HMDB0010531" "LMGL03011393"
"17902" "HMDB0010564" "LMGP02010326"
"17903" "HMDB0010565" "LMGP02010338"
"17904" "HMDB0010566" "LMGP02010325"
"17905" "HMDB0010567" "LMGP02010337"
"17906" "HMDB0010568" "LMGP02010322"
"17907" "HMDB0010569" "LMGP02010339"
"17908" "HMDB0010570" "LMGP04010986"
"17909" "HMDB0010571" "LMGP04010910"
"17910" "HMDB0010572" "LMGP04010907"
"17911" "HMDB0010573" "LMGP04010008"
"17912" "HMDB0010574" "LMGP04010987"
"17913" "HMDB0010575" "LMGP04010983"
"17914" "HMDB0010576" "LMGP04010906"
"17915" "HMDB0010577" "LMGP04010973"
"17917" "HMDB0010579" "LMGP04010904"
"17918" "HMDB0010580" "LMGP04010036"
"17919" "HMDB0010581" "LMGP04010968"
"17922" "HMDB0010584" "LMGP04010041"
"17923" "HMDB0010585" "LMGP04010207"
"17924" "HMDB0010586" "LMGP04010967"
"17925" "HMDB0010587" "LMGP04010211"
"17927" "HMDB0010589" "LMGP04010902"
"17928" "HMDB0010590" "LMGP04010901"
"17929" "HMDB0010591" "LMGP04010212"
"17930" "HMDB0010592" "LMGP04010213"
"17932" "HMDB0010594" "LMGP04010219"
"17933" "HMDB0010595" "LMGP04010899"
"17934" "HMDB0010596" "LMGP04010225"
"17937" "HMDB0010599" "LMGP04010898"
"17938" "HMDB0010600" "LMGP04010888"
"17939" "HMDB0010601" "LMGP04010887"
"17940" "HMDB0010602" "LMGP04010038"
"17942" "HMDB0010604" "LMGP04010037"
"17943" "HMDB0010605" "LMGP04010982"
"17944" "HMDB0010606" "LMGP04010315"
"17945" "HMDB0010607" "LMGP04010316"
"17947" "HMDB0010609" "LMGP04010885"
"17948" "HMDB0010610" "LMGP04010039"
"17949" "HMDB0010611" "LMGP04010883"
"17952" "HMDB0010614" "LMGP04010040"
"17968" "HMDB0010630" "LMGP04010962"
"17969" "HMDB0010631" "LMGP04010881"
"17970" "HMDB0010632" "LMGP04010961"
"17972" "HMDB0010634" "LMGP04010985"
"17973" "HMDB0010635" "LMGP04010960"
"17974" "HMDB0010636" "LMGP04010330"
"17975" "HMDB0010637" "LMGP04010880"
"17977" "HMDB0010639" "LMGP04010335"
"17978" "HMDB0010640" "LMGP04010879"
"17979" "HMDB0010641" "LMGP04010339"
"17982" "HMDB0010644" "LMGP04010043"
"17983" "HMDB0010645" "LMGP04010877"
"17984" "HMDB0010646" "LMGP04010346"
"17985" "HMDB0010647" "LMGP04010876"
"17987" "HMDB0010649" "LMGP04010350"
"17988" "HMDB0010650" "LMGP04010956"
"17989" "HMDB0010651" "LMGP04010351"
"17990" "HMDB0010652" "LMGP04010352"
"17992" "HMDB0010654" "LMGP04010359"
"17993" "HMDB0010655" "LMGP04010875"
"17994" "HMDB0010656" "LMGP04010365"
"17997" "HMDB0010659" "LMGP04010045"
"17998" "HMDB0010660" "LMGP04010372"
"17999" "HMDB0010661" "LMGP04010373"
"18000" "HMDB0010662" "LMGP04010377"
"18002" "HMDB0010664" "LMGP04010378"
"18003" "HMDB0010665" "LMGP04010379"
"18004" "HMDB0010666" "LMGP04010380"
"18005" "HMDB0010667" "LMGP04010381"
"18007" "HMDB0010669" "LMGP04010388"
"18008" "HMDB0010670" "LMGP04010389"
"18009" "HMDB0010671" "LMGP04010395"
"18012" "HMDB0010674" "LMGP04010396"
"18013" "HMDB0010675" "LMGP04010955"
"18014" "HMDB0010676" "LMGP04010403"
"18015" "HMDB0010677" "LMGP04010407"
"18017" "HMDB0010679" "LMGP04010874"
"18018" "HMDB0010680" "LMGP04010408"
"18019" "HMDB0010681" "LMGP04010409"
"18020" "HMDB0010682" "LMGP04010980"
"18022" "HMDB0010684" "LMGP04010416"
"18023" "HMDB0010685" "LMGP04010417"
"18024" "HMDB0010686" "LMGP04010423"
"18027" "HMDB0010689" "LMGP04010424"
"18029" "HMDB0010692" "LMGP12010001"
"18035" "HMDB0010699" "LMSP02050001"
"18036" "HMDB0010700" "LMSP02050002"
"18037" "HMDB0010701" "LMSP02050004"
"18038" "HMDB0010702" "LMSP02050005"
"18039" "HMDB0010703" "LMSP02050006"
"18040" "HMDB0010704" "LMSP02050008"
"18041" "HMDB0010705" "LMSP02050007"
"18043" "HMDB0010707" "LMSP02050011"
"18053" "HMDB0010717" "LMFA01060008"
"18054" "HMDB0010718" "LMFA01050377"
"18055" "HMDB0010719" "LMFA01030008"
"18056" "HMDB0010720" "LMFA01030195"
"18057" "HMDB0010721" "LMFA01060017"
"18058" "HMDB0010722" "LMFA01050314"
"18059" "HMDB0010724" "LMFA01060028"
"18060" "HMDB0010725" "LMFA01050245"
"18061" "HMDB0010726" "LMFA01030029"
"18062" "HMDB0010727" "LMFA01060091"
"18063" "HMDB0010728" "LMFA01050251"
"18064" "HMDB0010729" "LMFA01030788"
"18065" "HMDB0010730" "LMFA01060099"
"18066" "HMDB0010731" "LMFA01050322"
"18067" "HMDB0010732" "LMFA01030047"
"18068" "HMDB0010733" "LMFA01060051"
"18069" "HMDB0010734" "LMFA01050366"
"18070" "HMDB0010735" "LMFA01030054"
"18071" "HMDB0010736" "LMFA02000240"
"18072" "HMDB0010737" "LMFA02000196"
"18085" "HMDB0011116" "LMPR0104010017"
"18094" "HMDB0011128" "LMGP01050076"
"18096" "HMDB0011130" "LMGP02050001"
"18100" "HMDB0011134" "LMFA03060002"
"18102" "HMDB0011136" "LMFA03060074"
"18108" "HMDB0011145" "LMGP10020082"
"18111" "HMDB0011148" "LMGP01020154"
"18112" "HMDB0011149" "LMGP01060014"
"18115" "HMDB0011152" "LMGP02070001"
"18117" "HMDB0011154" "LMGP10070003"
"18118" "HMDB0011155" "LMGP10030088"
"18120" "HMDB0011157" "LMGP02020018"
"18121" "HMDB0011158" "LMGP02030013"
"18143" "HMDB0011181" "LMST01030114"
"18144" "HMDB0011182" "LMST01010205"
"18147" "HMDB0011188" "LMGL03012618"
"18149" "HMDB0011201" "LMGP01011886"
"18150" "HMDB0011202" "LMGP01012220"
"18152" "HMDB0011204" "LMGP01030022"
"18153" "HMDB0011205" "LMGP01030023"
"18154" "HMDB0011206" "LMGP01030025"
"18155" "HMDB0011207" "LMGP01030026"
"18156" "HMDB0011208" "LMGP01030030"
"18159" "HMDB0011211" "LMGP01030008"
"18161" "HMDB0011213" "LMGP01030032"
"18163" "HMDB0011215" "LMGP01030036"
"18165" "HMDB0011217" "LMGP01030038"
"18168" "HMDB0011220" "LMGP01030010"
"18170" "HMDB0011222" "LMGP01030040"
"18171" "HMDB0011223" "LMGP01030042"
"18183" "HMDB0011236" "LMGP01030048"
"18184" "HMDB0011237" "LMGP01030049"
"18185" "HMDB0011238" "LMGP01030050"
"18188" "HMDB0011241" "LMGP01030057"
"18190" "HMDB0011243" "LMGP01030013"
"18192" "HMDB0011245" "LMGP01030059"
"18195" "HMDB0011248" "LMGP01030064"
"18196" "HMDB0011249" "LMGP01030065"
"18198" "HMDB0011251" "LMGP01030131"
"18199" "HMDB0011252" "LMGP01030067"
"18200" "HMDB0011253" "LMGP01030012"
"18202" "HMDB0011255" "LMGP01030068"
"18205" "HMDB0011258" "LMGP01030072"
"18206" "HMDB0011259" "LMGP01030073"
"18209" "HMDB0011262" "LMGP01030014"
"18214" "HMDB0011269" "LMGP01030133"
"18219" "HMDB0011274" "LMGP01030136"
"18228" "HMDB0011283" "LMGP01030138"
"18235" "HMDB0011290" "LMGP01030139"
"18268" "HMDB0011323" "LMGP01030147"
"18269" "HMDB0011324" "LMGP01030148"
"18280" "HMDB0011335" "LMGP02030009"
"18281" "HMDB0011336" "LMGP02030010"
"18282" "HMDB0011337" "LMGP02030011"
"18283" "HMDB0011339" "LMGP02030014"
"18284" "HMDB0011340" "LMGP02030018"
"18286" "HMDB0011342" "LMGP02030095"
"18287" "HMDB0011343" "LMGP02030094"
"18288" "HMDB0011344" "LMGP02030019"
"18289" "HMDB0011345" "LMGP02030020"
"18290" "HMDB0011346" "LMGP02030021"
"18291" "HMDB0011347" "LMGP02030024"
"18292" "HMDB0011348" "LMGP02030025"
"18293" "HMDB0011349" "LMGP02030026"
"18295" "HMDB0011351" "LMGP02030027"
"18296" "HMDB0011352" "LMGP02030093"
"18298" "HMDB0011354" "LMGP02030028"
"18299" "HMDB0011355" "LMGP02030030"
"18301" "HMDB0011357" "LMGP02030032"
"18302" "HMDB0011358" "LMGP02030033"
"18307" "HMDB0011368" "LMGP02030036"
"18308" "HMDB0011369" "LMGP02030037"
"18309" "HMDB0011370" "LMGP02030038"
"18310" "HMDB0011371" "LMGP02030040"
"18311" "HMDB0011372" "LMGP02030041"
"18312" "HMDB0011373" "LMGP02030045"
"18314" "HMDB0011375" "LMGP02030004"
"18315" "HMDB0011376" "LMGP02030046"
"18316" "HMDB0011378" "LMGP02030048"
"18317" "HMDB0011379" "LMGP02030049"
"18318" "HMDB0011380" "LMGP02030052"
"18319" "HMDB0011384" "LMGP02030055"
"18321" "HMDB0011387" "LMGP02030056"
"18322" "HMDB0011388" "LMGP02030058"
"18324" "HMDB0011391" "LMGP02030061"
"18327" "HMDB0011394" "LMGP02030005"
"18373" "HMDB0011460" "LMGP02030006"
"18407" "HMDB0011500" "LMGP02050003"
"18408" "HMDB0011501" "LMGP02050032"
"18409" "HMDB0011502" "LMGP02050031"
"18410" "HMDB0011503" "LMGP02050002"
"18411" "HMDB0011504" "LMGP02050010"
"18413" "HMDB0011506" "LMGP02050004"
"18414" "HMDB0011507" "LMGP02050011"
"18415" "HMDB0011508" "LMGP02050017"
"18416" "HMDB0011509" "LMGP02050029"
"18417" "HMDB0011510" "LMGP02050018"
"18418" "HMDB0011511" "LMGP02050012"
"18419" "HMDB0011512" "LMGP02050020"
"18420" "HMDB0011513" "LMGP02050021"
"18423" "HMDB0011516" "LMGP02050022"
"18424" "HMDB0011517" "LMGP02050009"
"18426" "HMDB0011519" "LMGP02050027"
"18427" "HMDB0011520" "LMGP02050025"
"18429" "HMDB0011522" "LMGP02050024"
"18430" "HMDB0011523" "LMGP02050014"
"18433" "HMDB0011526" "LMGP02050013"
"18440" "HMDB0011533" "LMGL01010025"
"18444" "HMDB0011537" "LMGL01010024"
"18456" "HMDB0011550" "LMGL01010026"
"18463" "HMDB0011557" "LMGL01010027"
"18470" "HMDB0011564" "LMGL01010009"
"18505" "HMDB0011606" "LMST01010208"
"18524" "HMDB0011653" "LMST02030183"
"18579" "HMDB0011759" "LMSP02020016"
"18580" "HMDB0011768" "LMSP02020012"
"18581" "HMDB0011769" "LMSP02020011"
"18583" "HMDB0011772" "LMSP02020013"
"18808" "HMDB0012082" "LMSP01060002"
"18810" "HMDB0012085" "LMSP03010030"
"18811" "HMDB0012087" "LMSP03010020"
"18813" "HMDB0012089" "LMSP03010031"
"18814" "HMDB0012090" "LMSP03010021"
"18815" "HMDB0012091" "LMSP03010022"
"18818" "HMDB0012094" "LMSP03010024"
"18819" "HMDB0012095" "LMSP03010023"
"18820" "HMDB0012096" "LMSP03010002"
"18821" "HMDB0012097" "LMSP03010028"
"18823" "HMDB0012101" "LMSP03010029"
"18824" "HMDB0012102" "LMSP03010005"
"18825" "HMDB0012103" "LMSP03010006"
"18826" "HMDB0012104" "LMSP03010072"
"18827" "HMDB0012105" "LMSP03010078"
"18828" "HMDB0012107" "LMSP03010007"
"18829" "HMDB0012108" "LMGP01050024"
"18852" "HMDB0012131" "LMFA01060173"
"18900" "HMDB0012187" "LMPR03030006"
"18901" "HMDB0012188" "LMPR03030005"
"18937" "HMDB0012231" "LMPR0105010014"
"18939" "HMDB0012233" "LMFA01060161"
"18957" "HMDB0012252" "LMFA08040004"
"18975" "HMDB0012273" "LMFA08010009"
"19003" "HMDB0012313" "LMSP06020002"
"19004" "HMDB0012314" "LMSP06020001"
"19005" "HMDB0012315" "LMSP06020010"
"19006" "HMDB0012316" "LMSP06020009"
"19008" "HMDB0012318" "LMSP06020015"
"19016" "HMDB0012328" "LMFA01030057"
"19018" "HMDB0012330" "LMGP03010028"
"19019" "HMDB0012331" "LMGP03010094"
"19020" "HMDB0012332" "LMGP03010983"
"19021" "HMDB0012333" "LMGP03010929"
"19022" "HMDB0012334" "LMGP03010928"
"19023" "HMDB0012335" "LMGP03010977"
"19024" "HMDB0012336" "LMGP03010927"
"19025" "HMDB0012337" "LMGP03010926"
"19026" "HMDB0012338" "LMGP03010104"
"19027" "HMDB0012339" "LMGP03010923"
"19028" "HMDB0012340" "LMGP03010920"
"19029" "HMDB0012341" "LMGP03010111"
"19030" "HMDB0012342" "LMGP03010919"
"19031" "HMDB0012343" "LMGP03010114"
"19032" "HMDB0012344" "LMGP03010115"
"19033" "HMDB0012345" "LMGP03010119"
"19034" "HMDB0012346" "LMGP03010120"
"19035" "HMDB0012347" "LMGP03010121"
"19036" "HMDB0012348" "LMGP03010123"
"19037" "HMDB0012349" "LMGP03010130"
"19038" "HMDB0012350" "LMGP03010131"
"19039" "HMDB0012351" "LMGP03010138"
"19040" "HMDB0012352" "LMGP03010970"
"19041" "HMDB0012353" "LMGP03010193"
"19042" "HMDB0012355" "LMGP03010909"
"19043" "HMDB0012356" "LMGP03010906"
"19044" "HMDB0012357" "LMGP03010024"
"19045" "HMDB0012358" "LMGP03010976"
"19046" "HMDB0012359" "LMGP03010969"
"19047" "HMDB0012360" "LMGP03010903"
"19048" "HMDB0012361" "LMGP03010038"
"19049" "HMDB0012362" "LMGP03010043"
"19050" "HMDB0012363" "LMGP03010203"
"19051" "HMDB0012364" "LMGP03010204"
"19052" "HMDB0012365" "LMGP03010207"
"19053" "HMDB0012366" "LMGP03010964"
"19054" "HMDB0012367" "LMGP03010211"
"19055" "HMDB0012368" "LMGP03010901"
"19056" "HMDB0012369" "LMGP03010900"
"19057" "HMDB0012370" "LMGP03010213"
"19058" "HMDB0012371" "LMGP03010219"
"19059" "HMDB0012372" "LMGP03010898"
"19060" "HMDB0012373" "LMGP03010044"
"19061" "HMDB0012374" "LMGP03010980"
"19062" "HMDB0012375" "LMGP03010309"
"19063" "HMDB0012376" "LMGP03010888"
"19064" "HMDB0012377" "LMGP03010887"
"19065" "HMDB0012378" "LMGP03010036"
"19066" "HMDB0012380" "LMGP03010031"
"19067" "HMDB0012381" "LMGP03010316"
"19068" "HMDB0012382" "LMGP03010885"
"19069" "HMDB0012383" "LMGP03010039"
"19070" "HMDB0012385" "LMGP03010882"
"19071" "HMDB0012386" "LMGP03010324"
"19072" "HMDB0012387" "LMGP03010959"
"19073" "HMDB0012389" "LMGP03010034"
"19074" "HMDB0012390" "LMGP03010030"
"19075" "HMDB0012391" "LMGP03010958"
"19076" "HMDB0012392" "LMGP03010880"
"19077" "HMDB0012393" "LMGP03010335"
"19078" "HMDB0012394" "LMGP03010879"
"19079" "HMDB0012395" "LMGP03010045"
"19080" "HMDB0012397" "LMGP03010343"
"19081" "HMDB0012398" "LMGP03010877"
"19082" "HMDB0012399" "LMGP03010346"
"19083" "HMDB0012400" "LMGP03010876"
"19084" "HMDB0012401" "LMGP03010350"
"19085" "HMDB0012402" "LMGP03010023"
"19086" "HMDB0012403" "LMGP03010352"
"19087" "HMDB0012404" "LMGP03010359"
"19088" "HMDB0012405" "LMGP03010875"
"19089" "HMDB0012406" "LMGP03010979"
"19090" "HMDB0012407" "LMGP03010399"
"19091" "HMDB0012408" "LMGP03010400"
"19092" "HMDB0012409" "LMGP03010954"
"19093" "HMDB0012410" "LMGP03010403"
"19094" "HMDB0012411" "LMGP03010407"
"19095" "HMDB0012412" "LMGP03010874"
"19096" "HMDB0012413" "LMGP03010408"
"19097" "HMDB0012414" "LMGP03010974"
"19098" "HMDB0012415" "LMGP03010416"
"19099" "HMDB0012416" "LMGP03010417"
"19100" "HMDB0012417" "LMGP03010424"
"19101" "HMDB0012418" "LMGP03010591"
"19102" "HMDB0012419" "LMGP03010592"
"19103" "HMDB0012420" "LMGP03010595"
"19104" "HMDB0012421" "LMGP03010596"
"19105" "HMDB0012422" "LMGP03010600"
"19106" "HMDB0012423" "LMGP03010601"
"19107" "HMDB0012424" "LMGP03010602"
"19108" "HMDB0012425" "LMGP03010604"
"19109" "HMDB0012426" "LMGP03010611"
"19110" "HMDB0012427" "LMGP03010612"
"19111" "HMDB0012428" "LMGP03010619"
"19112" "HMDB0012429" "LMGP03010622"
"19113" "HMDB0012430" "LMGP03010623"
"19114" "HMDB0012431" "LMGP03010859"
"19115" "HMDB0012432" "LMGP03010626"
"19116" "HMDB0012433" "LMGP03010630"
"19117" "HMDB0012434" "LMGP03010631"
"19118" "HMDB0012435" "LMGP03010632"
"19119" "HMDB0012436" "LMGP03010634"
"19120" "HMDB0012437" "LMGP03010641"
"19121" "HMDB0012438" "LMGP03010858"
"19122" "HMDB0012439" "LMGP03010978"
"19123" "HMDB0012440" "LMGP03010819"
"19124" "HMDB0012441" "LMGP03010820"
"19125" "HMDB0012442" "LMGP03010846"
"19126" "HMDB0012443" "LMGP03010823"
"19127" "HMDB0012444" "LMGP03010827"
"19128" "HMDB0012445" "LMGP03010828"
"19129" "HMDB0012447" "LMGP03010831"
"19130" "HMDB0012448" "LMGP03010838"
"19131" "HMDB0012449" "LMGP03010839"
"19132" "HMDB0012450" "LMGP01030017"
"19181" "HMDB0012534" "LMFA03070005"
"19182" "HMDB0012535" "LMFA03050002"
"19208" "HMDB0012598" "LMFA03060091"
"19229" "HMDB0012639" "LMFA03020025"
"19251" "HMDB0012843" "LMFA01050015"
"19261" "HMDB0012874" "LMPR01090023"
"19290" "HMDB0012958" "LMPR02020057"
"19325" "HMDB0013034" "LMFA08020079"
"19327" "HMDB0013036" "LMFA05000112"
"19352" "HMDB0013078" "LMFA08040051"
"19357" "HMDB0013113" "LMFA05000144"
"19360" "HMDB0013117" "LMPR01090008"
"19363" "HMDB0013122" "LMGP01070009"
"19403" "HMDB0013211" "LMFA01060016"
"19437" "HMDB0013299" "LMFA05000194"
"19442" "HMDB0013308" "LMFA08020077"
"19444" "HMDB0013311" "LMFA01170070"
"19447" "HMDB0013316" "LMFA05000171"
"19472" "HMDB0013403" "LMGP01020179"
"19473" "HMDB0013404" "LMGP01020182"
"19476" "HMDB0013407" "LMGP01020245"
"19478" "HMDB0013409" "LMGP01020064"
"19482" "HMDB0013413" "LMGP01030106"
"19483" "HMDB0013414" "LMGP01030107"
"19485" "HMDB0013416" "LMGP01030109"
"19492" "HMDB0013424" "LMGP01030110"
"19498" "HMDB0013430" "LMGP01030114"
"19499" "HMDB0013431" "LMGP01030115"
"19501" "HMDB0013433" "LMGP01030117"
"19502" "HMDB0013434" "LMGP01030118"
"19503" "HMDB0013435" "LMGP01030119"
"19504" "HMDB0013436" "LMGP01030120"
"19509" "HMDB0013441" "LMGP01020234"
"19510" "HMDB0013442" "LMGP01020238"
"19514" "HMDB0013446" "LMGP01020249"
"19515" "HMDB0013447" "LMGP01020250"
"19521" "HMDB0013453" "LMGP01030125"
"19523" "HMDB0013455" "LMGP01030126"
"19524" "HMDB0013456" "LMGP01030127"
"19529" "HMDB0013461" "LMSP03010009"
"19543" "HMDB0013475" "LMGP05010002"
"19544" "HMDB0013476" "LMGP05010001"
"19660" "HMDB0013620" "LMFA04000038"
"19661" "HMDB0013622" "LMFA01030362"
"19662" "HMDB0013623" "LMFA02000247"
"19663" "HMDB0013624" "LMFA08040007"
"19664" "HMDB0013625" "LMFA08040011"
"19665" "HMDB0013626" "LMFA08040047"
"19668" "HMDB0013629" "LMFA03010152"
"19669" "HMDB0013630" "LMFA08040039"
"19670" "HMDB0013631" "LMFA08020082"
"19671" "HMDB0013633" "LMFA03060019"
"19676" "HMDB0013643" "LMST01010014"
"19677" "HMDB0013645" "LMSP01070001"
"19680" "HMDB0013648" "LMFA08040043"
"19681" "HMDB0013649" "LMFA08040008"
"19682" "HMDB0013650" "LMFA08020072"
"19684" "HMDB0013652" "LMFA08040034"
"19687" "HMDB0013655" "LMFA00000014"
"19689" "HMDB0013657" "LMGL01010029"
"19690" "HMDB0013658" "LMFA08040009"
"19691" "HMDB0013659" "LMFA08040033"
"19704" "HMDB0013690" "LMPK12030004"
"19722" "HMDB0013804" "LMPR01070304"
"19804" "HMDB0014312" "LMFA01130001"
"19859" "HMDB0014399" "LMPK07000001"
"19860" "HMDB0014405" "LMPK14000007"
"19879" "HMDB0014435" "LMPK14000006"
"19890" "HMDB0014449" "LMST02030104"
"19925" "HMDB0014495" "LMST02030177"
"19939" "HMDB0014511" "LMST02030119"
"19964" "HMDB0014544" "LMPK13060001"
"20162" "HMDB0014770" "LMFA05000008"
"20165" "HMDB0014773" "LMST02030180"
"20174" "HMDB0014784" "LMPK06000001"
"20209" "HMDB0014825" "LMST02030103"
"20215" "HMDB0014832" "LMPK13050002"
"20232" "HMDB0014855" "LMST02030097"
"20254" "HMDB0014879" "LMST02030001"
"20323" "HMDB0014961" "LMST02030124"
"20352" "HMDB0014998" "LMST02030179"
"20355" "HMDB0015002" "LMPK04000003"
"20366" "HMDB0015015" "LMPK06000003"
"20381" "HMDB0015031" "LMST02020084"
"20394" "HMDB0015046" "LMST04030163"
"20434" "HMDB0015094" "LMST02030178"
"20465" "HMDB0015132" "LMPK13050001"
"20483" "HMDB0015152" "LMPK07000002"
"20488" "HMDB0015157" "LMPR02030028"
"20529" "HMDB0015203" "LMST03010056"
"20628" "HMDB0015316" "LMST02020025"
"20639" "HMDB0015327" "LMST02010038"
"20654" "HMDB0015342" "LMPK04000014"
"20749" "HMDB0015448" "LMPK04000042"
"20759" "HMDB0015459" "LMST02030120"
"20766" "HMDB0015468" "LMST01120018"
"20784" "HMDB0015489" "LMST02020076"
"20795" "HMDB0015500" "LMST02030125"
"20798" "HMDB0015504" "LMST03020231"
"20801" "HMDB0015507" "LMFA01050006"
"20856" "HMDB0015567" "LMST03020106"
"20859" "HMDB0015570" "LMPR0106040001"
"20865" "HMDB0015579" "LMST02010037"
"20934" "HMDB0015655" "LMST02020029"
"21432" "HMDB0029175" "LMPK12020111"
"21458" "HMDB0029207" "LMGP01050062"
"21471" "HMDB0029227" "LMPK12113254"
"21495" "HMDB0029255" "LMPK12020091"
"21502" "HMDB0029263" "LMPK12112731"
"21511" "HMDB0029272" "LMPK12113021"
"21546" "HMDB0029308" "LMPK12113018"
"21587" "HMDB0029350" "LMFA07010625"
"21588" "HMDB0029351" "LMFA07010627"
"21600" "HMDB0029364" "LMPK12050003"
"21608" "HMDB0029372" "LMPK12050083"
"21689" "HMDB0029461" "LMPK12110091"
"21693" "HMDB0029465" "LMPK12090021"
"21697" "HMDB0029469" "LMPK12111228"
"21712" "HMDB0029486" "LMPK12110897"
"21717" "HMDB0029491" "LMPK12050503"
"21718" "HMDB0029492" "LMPK12111569"
"21730" "HMDB0029505" "LMPK12110918"
"21731" "HMDB0029506" "LMPK12110917"
"21732" "HMDB0029507" "LMPK12110895"
"21737" "HMDB0029512" "LMPK12111017"
"21740" "HMDB0029515" "LMPK12050069"
"21741" "HMDB0029516" "LMPK12113241"
"21746" "HMDB0029522" "LMPK12111654"
"21754" "HMDB0029531" "LMPK12140041"
