ID1	ID2	issue_type
hmdb:HMDB0039752	pubchem:87253536	improper_match
hmdb:HMDB0039753	pubchem:11267348	improper_match
hmdb:HMDB0039753	chemspider:9442359	improper_match
hmdb:HMDB0039757	pubchem:4472903	improper_match
hmdb:HMDB0039757	chemspider:3671252	improper_match
hmdb:HMDB0039773	pubchem:85112371	improper_match
hmdb:HMDB0039777	pubchem:131752725	improper_match
hmdb:HMDB0039857	pubchem:14310763	improper_match
hmdb:HMDB0039863	pubchem:131752735	improper_match
hmdb:HMDB0040119	pubchem:85411973	improper_match
hmdb:HMDB0040130	pubchem:131752782	improper_match
hmdb:HMDB0040379	pubchem:300085	improper_match
hmdb:HMDB0040379	chemspider:265131	improper_match
hmdb:HMDB0040391	pubchem:14375140	improper_match
hmdb:HMDB0040398	pubchem:131752934	improper_match
hmdb:HMDB0040406	pubchem:131752558	improper_match
hmdb:HMDB0040454	pubchem:27641	improper_match
hmdb:HMDB0040454	chemspider:25717	improper_match
hmdb:HMDB0040468	pubchem:11788398	improper_match
hmdb:HMDB0040469	pubchem:74407576	improper_match
hmdb:HMDB0040469	chemspider:9963072	improper_match
hmdb:HMDB0040535	pubchem:102571616	improper_match
hmdb:HMDB0040671	pubchem:44258662	improper_match
hmdb:HMDB0040671	chemspider:24844321	improper_match
hmdb:HMDB0040707	pubchem:10326164	improper_match
hmdb:HMDB0040707	chemspider:8501626	improper_match
hmdb:HMDB0040718	pubchem:21883405	improper_match
hmdb:HMDB0040718	chemspider:65032	improper_match
hmdb:HMDB0040782	pubchem:155462	improper_match
hmdb:HMDB0040782	chemspider:136953	improper_match
hmdb:HMDB0040798	pubchem:5354280	improper_match
hmdb:HMDB0040798	chemspider:4510500	improper_match
hmdb:HMDB0040840	pubchem:129820665	improper_match
hmdb:HMDB0040874	pubchem:131752223	improper_match
hmdb:HMDB0040948	pubchem:71307305	improper_match
hmdb:HMDB0040991	kegg:C16302	improper_match
hmdb:HMDB0041003	pubchem:78101312	improper_match
hmdb:HMDB0041167	pubchem:46779070	improper_match
hmdb:HMDB0041167	chemspider:21105942	improper_match
hmdb:HMDB0041184	pubchem:194638	improper_match
hmdb:HMDB0041184	chemspider:168868	improper_match
hmdb:HMDB0041417	pubchem:131753136	improper_match
hmdb:HMDB0041471	pubchem:110968	improper_match
hmdb:HMDB0041471	chemspider:99613	improper_match
hmdb:HMDB0041472	kegg:C07213	improper_match
hmdb:HMDB0041473	kegg:C07216	improper_match
hmdb:HMDB0041528	pubchem:131753161	improper_match
hmdb:HMDB0041750	pubchem:71749556	improper_match
hmdb:HMDB0041755	pubchem:131750835	improper_match
hmdb:HMDB0041755	chemspider:30776753	improper_match
hmdb:HMDB0041766	chemspider:24845008	improper_match
hmdb:HMDB0041766	pubchem:21676162	improper_match
hmdb:HMDB0041878	kegg:C14422	improper_match
hmdb:HMDB0059641	pubchem:439450	improper_match
hmdb:HMDB0059641	chebi:17633	improper_match
hmdb:HMDB0059641	kegg:C01228	improper_match
hmdb:HMDB0059641	chemspider:388557	improper_match
hmdb:HMDB0059863	pubchem:549664	improper_match
hmdb:HMDB0060147	pubchem:131769845	improper_match
hmdb:HMDB0060404	pubchem:10037499	improper_match
hmdb:HMDB0060404	kegg:C16635	improper_match
hmdb:HMDB0060631	pubchem:9547058	improper_match
hmdb:HMDB0060631	kegg:C00350	improper_match
hmdb:HMDB0060631	chebi:78342	improper_match
hmdb:HMDB0060631	kegg:C00350	improper_match
hmdb:HMDB0060631	chebi:78342	improper_match
hmdb:HMDB0060631	chemspider:7826008	improper_match
hmdb:HMDB0060661	pubchem:880	improper_match
hmdb:HMDB0060661	chebi:17158	improper_match
hmdb:HMDB0060661	kegg:C00546	improper_match
hmdb:HMDB0060661	chemspider:857	improper_match
hmdb:HMDB0060706	pubchem:3385	improper_match
hmdb:HMDB0060706	chebi:46345	improper_match
hmdb:HMDB0060706	kegg:C07649	improper_match
hmdb:HMDB0060706	chemspider:3268	improper_match
hmdb:HMDB0060729	pubchem:21563790	improper_match
hmdb:HMDB0060746	pubchem:4616	improper_match
hmdb:HMDB0060746	chebi:7823	improper_match
hmdb:HMDB0060746	kegg:C07359	improper_match
hmdb:HMDB0060746	chemspider:4455	improper_match
hmdb:HMDB0060759	pubchem:105108	improper_match
hmdb:HMDB0060764	pubchem:3651	improper_match
hmdb:HMDB0060780	pubchem:131769948	improper_match
hmdb:HMDB0060798	pubchem:131769952	improper_match
hmdb:HMDB0060828	pubchem:131769970	improper_match
hmdb:HMDB0060854	pubchem:131769952	improper_match
hmdb:HMDB0060901	pubchem:171187	improper_match
hmdb:HMDB0060958	pubchem:93285	improper_match
hmdb:HMDB0060987	pubchem:71549171	improper_match
hmdb:HMDB0060993	pubchem:2734	improper_match
hmdb:HMDB0060995	pubchem:107927	improper_match
hmdb:HMDB0061043	pubchem:133577	improper_match
hmdb:HMDB0061078	pubchem:10024249	improper_match
hmdb:HMDB0061088	pubchem:71316864	improper_match
hmdb:HMDB0032489	chebi:31676	improper_match
hmdb:HMDB0032489	kegg:C13422	improper_match
hmdb:HMDB0035299	chebi:975367	improper_match
hmdb:HMDB0010337	chemspider:1103	improper_match
hmdb:HMDB0010375	chemspider:24694854	improper_match
hmdb:HMDB0030004	chemspider:9074559	improper_match
hmdb:HMDB0036748	chemspider:313814	improper_match
hmdb:HMDB0037671	chemspider:55106	improper_match
hmdb:HMDB0037776	chemspider:467713	improper_match
hmdb:HMDB0039525	chemspider:10197108	improper_match
hmdb:HMDB0039641	chemspider:39146	improper_match
hmdb:HMDB0040468	chemspider:9963072	improper_match
hmdb:HMDB0060437	kegg:C07645	improper_match
hmdb:HMDB0060437	chebi:2560	improper_match
hmdb:HMDB0060437	pubchem:107744	improper_match
